2025-02-23T20:44:32.146642,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T20:44:32.146642,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T20:44:32.146642,Morgan Stanley views move in UnitedHealth's shares as 'seemingly overdone'
2025-02-23T20:44:32.146642,BofA moves to No Rating on Bluebird Bio after deal announcement
2025-02-23T20:44:32.146642,Regions Financial files mixed securities shelf
2025-02-23T20:44:32.146642,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T20:44:32.146642,Buy/Sell: Wall Street's top 10 stock calls this week
2025-02-23T20:44:32.146642,"Trump Weekly: Cruise stocks sink, new China trade deal ‘possible’"
2025-02-23T20:44:32.146642,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T20:44:32.146642,Apple introduces new section 'News+ Food'
2025-02-23T20:44:32.146642,Moderna call volume above normal and directionally bullish
2025-02-23T20:44:32.146642,AI Daily: OpenAI 'shifts' alliance to SoftBank from Microsoft
2025-02-23T20:44:32.146642,"Apple Intelligence expands to more languages, regions in April"
2025-02-23T20:44:32.146642,Apple Intelligence coming to Apple Vision Pro in April
2025-02-23T20:44:32.146642,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T20:44:32.146642,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T20:44:32.146642,"Ginnie Mae loses quarter of staff amid DOGE review, Bloomberg says"
2025-02-23T20:44:32.146642,"New coronavirus with 'pandemic potential' found in China, Daily Mail says"
2025-02-23T20:44:32.146642,Shell to grow working interest in the Ursa platform
2025-02-23T20:44:32.146642,"U.S. video game spending fell 15% in January, says Circana"
2025-02-23T20:44:32.146642,"NetEase CEO cuts jobs, closes game studios in profit push, Bloomberg reports"
2025-02-23T20:47:41.639231,Berkshire Hathway to gradually raise stakes in five Japanese companies
2025-02-23T20:47:41.639231,"Automakers to include unique driving styles in self-driving cars, WSJ says"
2025-02-23T20:47:41.639231,"Apple's new, cheaper iPhone model to help China sales, WSJ says"
2025-02-23T20:47:41.639231,Dollar General announces grand opening of North Little Rock distribution center
2025-02-23T20:47:41.639231,Buffett says earnings dropped in 53% of 189 Berkshire businesses
2025-02-23T20:47:41.639231,Berkshire Hathaway Q4 cash position $334B vs. $325B last quarter
2025-02-23T20:47:41.639231,"Berkshire Hathaway reports Q4 EPS $13,695 vs. $26,043 last year"
2025-02-23T20:47:41.639231,What You Missed On Wall Street On Friday
2025-02-23T20:47:41.639231,"Sector Spotlight: Upbeat earnings, AI optimism put Chinese tech stocks in focus"
2025-02-23T20:47:41.639231,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T20:47:41.639231,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T20:47:41.639231,Morgan Stanley views move in UnitedHealth's shares as 'seemingly overdone'
2025-02-23T20:47:41.639231,BofA moves to No Rating on Bluebird Bio after deal announcement
2025-02-23T20:47:41.639231,Regions Financial files mixed securities shelf
2025-02-23T20:47:41.639231,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T20:47:41.639231,Buy/Sell: Wall Street's top 10 stock calls this week
2025-02-23T20:47:41.639231,"Trump Weekly: Cruise stocks sink, new China trade deal ‘possible’"
2025-02-23T20:47:41.639231,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T20:47:41.639231,Apple introduces new section 'News+ Food'
2025-02-23T20:47:41.639231,Moderna call volume above normal and directionally bullish
2025-02-23T20:47:41.639231,AI Daily: OpenAI 'shifts' alliance to SoftBank from Microsoft
2025-02-23T20:47:41.639231,"Apple Intelligence expands to more languages, regions in April"
2025-02-23T20:47:41.639231,Apple Intelligence coming to Apple Vision Pro in April
2025-02-23T20:47:41.639231,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T20:47:41.639231,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T20:47:41.639231,"Ginnie Mae loses quarter of staff amid DOGE review, Bloomberg says"
2025-02-23T20:47:41.639231,"New coronavirus with 'pandemic potential' found in China, Daily Mail says"
2025-02-23T20:47:41.639231,Shell to grow working interest in the Ursa platform
2025-02-23T20:47:41.639231,"U.S. video game spending fell 15% in January, says Circana"
2025-02-23T20:47:41.639231,"NetEase CEO cuts jobs, closes game studios in profit push, Bloomberg reports"
2025-02-23T20:51:52.450028,Berkshire Hathway to gradually raise stakes in five Japanese companies
2025-02-23T20:51:52.450028,"Automakers to include unique driving styles in self-driving cars, WSJ says"
2025-02-23T20:51:52.450028,"Apple's new, cheaper iPhone model to help China sales, WSJ says"
2025-02-23T20:51:52.450028,Dollar General announces grand opening of North Little Rock distribution center
2025-02-23T20:51:52.450028,Buffett says earnings dropped in 53% of 189 Berkshire businesses
2025-02-23T20:51:52.450028,Berkshire Hathaway Q4 cash position $334B vs. $325B last quarter
2025-02-23T20:51:52.450028,"Berkshire Hathaway reports Q4 EPS $13,695 vs. $26,043 last year"
2025-02-23T20:51:52.450028,What You Missed On Wall Street On Friday
2025-02-23T20:51:52.450028,"Sector Spotlight: Upbeat earnings, AI optimism put Chinese tech stocks in focus"
2025-02-23T20:51:52.450028,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T20:51:52.450028,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T20:51:52.450028,Morgan Stanley views move in UnitedHealth's shares as 'seemingly overdone'
2025-02-23T20:51:52.450028,BofA moves to No Rating on Bluebird Bio after deal announcement
2025-02-23T20:51:52.450028,Regions Financial files mixed securities shelf
2025-02-23T20:51:52.450028,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T20:51:52.450028,Buy/Sell: Wall Street's top 10 stock calls this week
2025-02-23T20:51:52.450028,"Trump Weekly: Cruise stocks sink, new China trade deal ‘possible’"
2025-02-23T20:51:52.450028,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T20:51:52.450028,Apple introduces new section 'News+ Food'
2025-02-23T20:51:52.450028,Moderna call volume above normal and directionally bullish
2025-02-23T20:51:52.450028,AI Daily: OpenAI 'shifts' alliance to SoftBank from Microsoft
2025-02-23T20:51:52.450028,"Apple Intelligence expands to more languages, regions in April"
2025-02-23T20:51:52.451058,Apple Intelligence coming to Apple Vision Pro in April
2025-02-23T20:51:52.451058,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T20:51:52.451058,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T20:51:52.451058,"Ginnie Mae loses quarter of staff amid DOGE review, Bloomberg says"
2025-02-23T20:51:52.451058,"New coronavirus with 'pandemic potential' found in China, Daily Mail says"
2025-02-23T20:51:52.451058,Shell to grow working interest in the Ursa platform
2025-02-23T20:51:52.451058,"U.S. video game spending fell 15% in January, says Circana"
2025-02-23T20:51:52.451058,"NetEase CEO cuts jobs, closes game studios in profit push, Bloomberg reports"
2025-02-23T22:33:22.576540,Berkshire Hathway to gradually raise stakes in five Japanese companies
2025-02-23T22:33:22.576540,"Automakers to include unique driving styles in self-driving cars, WSJ says"
2025-02-23T22:33:22.576540,"Apple's new, cheaper iPhone model to help China sales, WSJ says"
2025-02-23T22:33:22.576540,Dollar General announces grand opening of North Little Rock distribution center
2025-02-23T22:33:22.576540,Buffett says earnings dropped in 53% of 189 Berkshire businesses
2025-02-23T22:33:22.576540,Berkshire Hathaway Q4 cash position $334B vs. $325B last quarter
2025-02-23T22:33:22.576540,"Berkshire Hathaway reports Q4 EPS $13,695 vs. $26,043 last year"
2025-02-23T22:33:22.576540,What You Missed On Wall Street On Friday
2025-02-23T22:33:22.576540,"Sector Spotlight: Upbeat earnings, AI optimism put Chinese tech stocks in focus"
2025-02-23T22:33:22.576540,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T22:33:22.576540,"Cineworld taps advisers for IPO or potential merger, Bloomberg reports"
2025-02-23T22:33:22.576540,Morgan Stanley views move in UnitedHealth's shares as 'seemingly overdone'
2025-02-23T22:33:22.576540,BofA moves to No Rating on Bluebird Bio after deal announcement
2025-02-23T22:33:22.576540,Regions Financial files mixed securities shelf
2025-02-23T22:33:22.576540,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T22:33:22.576540,Buy/Sell: Wall Street's top 10 stock calls this week
2025-02-23T22:33:22.576540,"Trump Weekly: Cruise stocks sink, new China trade deal ‘possible’"
2025-02-23T22:33:22.576540,"AMD in talks to sell data center plant assets worth up to $4B, Bloomberg says"
2025-02-23T22:33:22.576540,Apple introduces new section 'News+ Food'
2025-02-23T22:33:22.576540,Moderna call volume above normal and directionally bullish
2025-02-23T22:33:22.576540,AI Daily: OpenAI 'shifts' alliance to SoftBank from Microsoft
2025-02-23T22:33:22.576540,"Apple Intelligence expands to more languages, regions in April"
2025-02-23T22:33:22.576540,Apple Intelligence coming to Apple Vision Pro in April
2025-02-23T22:33:22.576540,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T22:33:22.576540,Baker Hughes reports U.S. rig count up 4 to 592 rigs
2025-02-23T22:33:22.576540,"Ginnie Mae loses quarter of staff amid DOGE review, Bloomberg says"
2025-02-23T22:33:22.576540,"New coronavirus with 'pandemic potential' found in China, Daily Mail says"
2025-02-23T22:33:22.576540,Shell to grow working interest in the Ursa platform
2025-02-23T22:33:22.576540,"U.S. video game spending fell 15% in January, says Circana"
2025-02-23T22:33:22.576540,"NetEase CEO cuts jobs, closes game studios in profit push, Bloomberg reports"
2025-02-24T00:35:47.941213,"Berkshire price target raised to $775,000 from $750,000 at Keefe Bruyette"
2025-02-24T01:17:48.109387,GDS Holdings downgraded to Hold from Buy at Jefferies
2025-02-24T01:24:47.767124,Fly Intel: Top five weekend stock stories
2025-02-24T10:04:52.000041,Alibaba upgraded to Overweight from Equal Weight at Morgan Stanley
2025-02-24T10:04:52.000041,Alnylam to host research and development day
2025-02-24T10:22:14.602971,Exelixis downgraded to Equal Weight from Overweight at Wells Fargo
2025-02-24T10:56:16.371263,"Amazon estimated value of Anthropic stake at $14B in December, BI reports"
2025-02-24T10:56:16.371263,"Apple to eventually meld modem into processor on devices, Bloomberg reports"
2025-02-24T10:56:16.371263,NetEase price target raised to $104 from $82 at Barclays
2025-02-24T10:59:50.249584,"Wells Fargo downgrades Exelixis, says take profits after rally"
2025-02-24T11:01:13.218232,"Alibaba to invest over $52B in AI over next 3 years, Reuters reports"
2025-02-24T11:01:41.775317,Apple to spend over $500B in U.S. over next four years
2025-02-24T11:01:41.775317,Bluebird Bio upgraded to Neutral from Underweight at JPMorgan
2025-02-24T11:03:25.231068,"U.S. demands EU clarify rules reining in Big Tech, Reuters reports"
2025-02-24T11:11:11.785817,"Trump considers tariffs to counteract foreign taxes on tech firms, WSJ reports"
2025-02-24T11:17:58.921705,"Apple plans to hire about 20,000 people in next four years"
2025-02-24T11:19:03.407391,Apple to double its U.S. Advanced Manufacturing Fund
2025-02-24T11:19:54.748032,Apple to open new manufacturing facility in Houston
2025-02-24T11:43:43.631154,Bluebird Bio price target lowered to $5 from $40 at Wells Fargo
2025-02-24T12:17:23.122258,FDA accepts Bristol Myers' sBLA for Opdivo plus Yervoy
2025-02-24T13:45:52.441239,Gilead announces European Medicines Agency validation for lenacapavir
2025-02-24T13:45:52.441239,Bristol Myers CEO bought $110K in common stock
2025-02-24T13:45:52.441239,Foresight Autonomous integrates Nvidia Jetson Orin into perception tech
2025-02-24T13:45:52.441239,"Apple to defend DEI programs at annual shareholder meeting, BI reports"
2025-02-24T13:45:52.441239,TD Cowen says Microsoft cancellation of data center leases part of Open AI shift
2025-02-24T13:45:52.441239,Summit Therapeutics jumps 5% to $23.19 after trial pact with Pfizer
2025-02-24T13:45:52.441239,Summit Therapeutics announces clinical trial collaboration with Pfizer
2025-02-24T13:45:52.441239,Advanced Micro Devices put buyer realizes 22% same-day gains
2025-02-24T13:45:52.441239,Microchip launches MPLAB XC Unified Compiler Licenses
2025-02-24T13:45:52.442502,Rivian Automotive price target lowered to $16 from $18 at Guggenheim
2025-02-24T14:58:33.336945,Berkshire Hathaway price target raised to $557 from $536 at UBS
2025-02-24T14:58:33.336945,Trump Trade: U.S. considers tariffs to counteract foreign taxes on tech firms
2025-02-24T14:58:33.336945,Unusually active option classes on open February 24th
2025-02-24T14:58:33.337953,"Alibaba upgraded, Rivian downgraded: Wall Street's top analyst calls"
2025-02-24T14:58:33.337953,Micron initiated with an Outperform at KGI Securities
2025-02-24T14:58:33.337953,"Baker Hughes reaffirms Q1, FY25 outlook"
2025-02-24T14:58:33.337953,Baker Hughes appoints Ahmed Moghal as CFO
2025-02-24T14:58:33.337953,Notable open interest changes for February 24th
2025-02-24T15:29:11.524193,Pfizer names Patrizia Cavazzoni Chief Medical Officer
2025-02-24T15:42:57.285930,"Here's what Wall Street is saying about Home Depot, Lowe's ahead of earnings"
2025-02-24T15:52:17.363618,Biotech Alert: Searches spiking for these stocks today
2025-02-24T16:06:12.267778,UP Fintech Holding Ltd call volume above normal and directionally bullish
2025-02-24T16:25:06.230458,JD.com call volume above normal and directionally bullish
2025-02-24T17:18:58.701777,"Apple to invest $500B in U.S., Domino's reports downbeat Q4: Morning Buzz"
2025-02-24T17:28:01.820875,Thermo Fisher files automatic mixed securities shelf
2025-02-24T17:38:50.272996,"JPMorgan to set aside $50B for direct lending, FT reports"
2025-02-24T18:16:46.690828,RBC says Journavx review documents hint at focus in future chronic pain data
2025-02-24T18:42:08.937461,AI Daily: Apple planning to open AI server factory in Texas
2025-02-24T18:53:41.725142,Notable companies reporting before tomorrow's open
2025-02-24T18:56:18.521851,"Nvidia sues EU regulators for probing Run:ai bid, Reuters says"
2025-02-24T19:05:08.975503,"JPMorgan 'reluctant' to buy back shares at current prices, says CEO"
2025-02-24T19:19:05.863705,Realty Income options imply 1.3% move in share price post-earnings
2025-02-24T19:34:05.980704,Diamondback Energy options imply 3.9% move in share price post-earnings
2025-02-24T20:07:54.930159,Regeneron announces updated DB-OTO data from CHORD trial
2025-02-24T20:20:36.599805,"Amazon-backed Anthropic finalizing $3.5B funding at $61.5B valuation, WSJ says"
2025-02-24T21:06:29.845253,"Public Storage reports Q4 core FFO $4.21, consensus $4.23"
2025-02-24T21:07:20.016979,"Realty Income reports Q4 adjusted FFO $1.05, consensus $1.06"
2025-02-24T21:07:20.016979,"Public Storage sees FY25 core FFO $16.35-$17, consensus $17.22"
2025-02-24T21:08:50.386026,"Realty Income sees FY25 AFFO $4.22-$4.28, consensus $4.32"
2025-02-24T21:12:14.775337,"Diamondback Energy reports Q4 EPS $3.64, consensus $3.38"
2025-02-24T21:15:22.352551,Diamondback Energy produced 475.9 MBO/d or 883.4 MBOE/d in Q4
2025-02-24T21:15:51.503738,What You Missed On Wall Street On Monday
2025-02-24T21:26:06.649130,Zions Bancorp authorizes share repurchase of up to $40M
2025-02-24T22:00:59.929804,Diamondback Energy plans to drill 460 wells in 2025
2025-02-25T10:44:04.947762,Vipshop price target raised to $20 from $19 at Barclays
2025-02-25T10:44:04.947762,Walmart upgraded to Buy from Hold at DZ Bank
2025-02-25T10:44:04.947762,Realty Income downgraded to Neutral from Outperform at Exane BNP Paribas
2025-02-25T10:44:04.947762,Costco initiated with an Outperform at KGI Securities
2025-02-25T10:50:28.308666,"Chegg to explore strategic alternatives, files lawsuit against Google"
2025-02-25T10:50:28.309672,Neurocrine price target lowered to $183 from $191 at JPMorgan
2025-02-25T10:52:35.250134,"Investors still love Nvidia despite 'rough' start to 2025, WSJ reports"
2025-02-25T11:03:35.192242,"Home Depot reports Q4 adjusted EPS $3.13, consensus $3.04"
2025-02-25T11:04:14.540548,"Thermo Fisher close to deal to buy Solventum's filtration unit, WSJ reports"
2025-02-25T11:27:27.614697,Joyy closes sale of YY Live
2025-02-25T11:27:27.614697,Williams price target raised to $65 from $63 at Citi
2025-02-25T11:27:27.614697,Pfizer price target lowered to $30 from $32 at Bernstein
2025-02-25T11:27:27.614697,Baidu acquires live streaming business in China from Joyy for $2.1B
2025-02-25T11:27:27.614697,Home Depot increases quarterly dividend 2.2% to $2.30 per share
2025-02-25T11:27:27.614697,"Home Depot sees FY25 adjusted EPS down 2% from $15.24, consensus $15.16"
2025-02-25T11:30:10.562908,Realty Income price target lowered to $65.50 from $66.50 at Stifel
2025-02-25T11:47:58.406377,Eli Lilly launches additional Zepbound doses
2025-02-25T11:51:45.335121,Merck's application for keytruda in HNSCC granted priority review by FDA
2025-02-25T11:57:12.967185,Macy's signs new 10-year rights deal with NBCUniversal
2025-02-25T12:01:24.628139,SLB provides update on planned acquisition of ChampionX
2025-02-25T12:02:37.657316,"Beam Therapeutics reports Q4 EPS ($1.09), consensus ($1.22)"
2025-02-25T12:03:05.600406,Beam Therapeutics sees cash runway into 2027
2025-02-25T12:34:42.231016,"American Tower reports Q4 AFFO $2.32, consensus $2.31"
2025-02-25T12:36:51.433241,"American Tower sees FY25 AFFO $10.31-$10.50, consensus $10.40"
2025-02-25T12:37:36.248025,Medicenna Therapeutics reports clinical data from ABILITY-1 study of MDNA11
2025-02-25T12:40:30.029217,Diamondback Energy price target raised to $204 from $201 at Mizuho
2025-02-25T12:58:37.668892,Evercore buyers of Nvidia into January quarter earnings call
2025-02-25T13:00:20.130962,NVIDIA put buyer realizes 25% same-day gains
2025-02-25T13:04:03.929784,Cisco expands partnership with Nvidia for AI-driven data center networks
2025-02-25T13:05:27.743801,UnitedHealth price target lowered to $560 from $610 at Argus
2025-02-25T13:06:43.508090,"Apple Watch shipments in India grew 141% in 2024, TechCrunch reports"
2025-02-25T13:10:41.160626,Organovo's FXR program to be acquired by Eli Lilly
2025-02-25T13:39:48.778943,Joyy upgraded to Buy at Benchmark after revised YY Live deal
2025-02-25T13:41:04.877061,Solventum to sell Purification & Filtration business to Thermo Fisher for $4.1B
2025-02-25T13:43:51.529406,Thermo Fisher to buy Purification & Filtration business from Solventum for $4.1B
2025-02-25T13:45:12.380951,Largest borrow rate increases among liquid names
2025-02-25T13:55:11.473558,Notable open interest changes for February 25th
2025-02-25T13:56:12.147591,"Morning Movers: Home Depot, Keurig Dr Pepper higher after Q4 results"
2025-02-25T14:13:07.750357,Broadcom announces availability of PCI3 Gen 6 portfolio
2025-02-25T14:17:45.711284,Micron ships samples of 1-gamma DRAM
2025-02-25T14:18:46.949237,Home Depot says 15 of 19 U.S. regions delivered positive comps in Q4
2025-02-25T14:25:41.405233,Ventas price target raised to $74 from $70 at RBC Capital
2025-02-25T14:29:12.046692,"Home Depot expects 'softer engagements' on kitchen, bath remodeling projects"
2025-02-25T14:32:19.636577,"Block upgraded, Domino’s downgraded: Wall Street's top analyst calls"
2025-02-25T14:40:12.638084,Unusually active option classes on open February 25th
2025-02-25T14:55:10.759882,Early notable gainers among liquid option names on February 25th
2025-02-25T15:00:22.235615,Home Depot sees 'no meaningful change' to macroeconomic environment in 2025
2025-02-25T15:07:21.037390,"Trump Trade: President says tariffs on Canada, Mexico ‘will go forward’"
2025-02-25T15:15:10.863069,Taiwan Semi put volume heavy and directionally bearish
2025-02-25T16:09:05.941280,BofA sees acquisition of Solventum's P&F biz as 'nice deal' for Thermo Fisher
2025-02-25T16:50:37.654917,"Apple continuing to plan for annual increases to dividend, says CEO Tim Cook"
2025-02-25T16:51:31.905822,"Apple may make DEI changes as laws evolve, says CEO Tim Cook"
2025-02-25T16:52:37.919387,"Apple to be largest customer of TSMC's Arizona facility, says CEO Tim Cook"
2025-02-25T16:53:20.600489,Apple shareholders reject proposal against DEI policies
2025-02-25T16:56:10.863159,"Home Depot reports Q4 beat, Zoom gives lower-than-expected outlook: Morning Buzz"
2025-02-25T17:00:34.780186,"Senator Grassley probing UnitedHealth billing practices, WSJ reports"
2025-02-25T17:00:41.065148,UnitedHealth drops 1% to $454.01 after WSJ report of Grassley probe
2025-02-25T17:29:47.617492,"Game On: U.S. video game spending fell 15% in January, says Circana"
2025-02-25T17:58:30.304594,Joyy price target raised to $57.10 from $46 at Jefferies
2025-02-25T18:31:17.383739,AI Daily: Chegg files lawsuit against Google over AI search tool
2025-02-26T00:26:08.239847,Home Depot price target raised to $421 from $410 at Goldman Sachs
2025-02-26T00:26:08.240350,American Tower price target raised to $235 from $234 at Goldman Sachs
2025-02-26T00:26:08.240350,"Extra Space Storage sees FY25 Core FFO $8.00-$8.30, consensus $8.34"
2025-02-26T00:26:08.240350,"Extra Space Storage reports Q4 core FFO $2.03, consensus $2.02"
2025-02-26T00:26:08.240350,What You Missed On Wall Street On Tuesday
2025-02-26T00:26:08.240350,Alibaba upgraded to Outperform at Bernstein on AI optimism
2025-02-26T00:26:08.240350,Alibaba upgraded to Outperform from Market Perform at Bernstein
2025-02-26T00:26:08.240350,Cantaloupe rises following report saying company exploring options
2025-02-26T09:55:12.845622,Roth MKM Internet/capital markets analyst holds analyst/industry conference call
2025-02-26T10:03:31.575522,Home Depot upgraded to Hold from Reduce at HSBC
2025-02-26T10:39:13.059513,American Tower price target raised to $248 from $225 at Citizens JMP
2025-02-26T10:54:12.288023,"Chinese firms ramping up orders for Nvidia's H20 AI chip, Reuters reports"
2025-02-26T11:08:35.550431,"Apple, Indonesia to lift iPhone 16 ban, Bloomberg says"
2025-02-26T11:14:44.488554,"Amazon to unveil AI-enhanced Alexa upgrade to boost publisher exposure, BI says"
2025-02-26T11:15:33.932501,UnitedHealth downgraded to Hold from Buy at Erste Group
2025-02-26T11:20:03.560157,Vertex Pharmaceuticals upgraded to Buy from Hold at Erste Group
2025-02-26T11:24:26.834995,Target announces strategic partnership with Champion
2025-02-26T11:34:49.210223,Diamondback Energy price target raised to $212 from $207 at JPMorgan
2025-02-26T11:44:22.933801,Target price target raised to $146 from $139 at JPMorgan
2025-02-26T11:53:29.496911,Home Depot price target lowered to $470 from $475 at JPMorgan
2025-02-26T11:55:32.240868,Home Depot price target lowered to $421 from $422 at Bernstein
2025-02-26T12:00:01.202709,Eli Lilly placed on 'Positive Catalyst Watch' at JPMorgan
2025-02-26T12:24:15.136846,Regeneron announces FDA accepted for review BLA for odronextamab
2025-02-26T12:34:04.141919,Home Depot price target lowered to $435 from $455 at Piper Sandler
2025-02-26T12:45:07.051549,Home Depot price target lowered to $430 from $440 at Baird
2025-02-26T13:00:05.319605,NVIDIA put buyer realizes 16% same-day gains
2025-02-26T13:07:26.285535,Instacart price target raised to $45 from $44 at Morgan Stanley
2025-02-26T13:10:11.786629,Home Depot price target lowered to $437 from $467 at Truist
2025-02-26T13:20:20.993171,Microchip announces portfolio of SAMA7D65 microprocessors
2025-02-26T13:35:29.169899,Home Depot price target lowered to $445 from $450 at Wells Fargo
2025-02-26T13:39:00.382346,Baker Hughes CFO sells $3.71M in common stock
2025-02-26T13:55:12.485086,Notable open interest changes for February 26th
2025-02-26T13:59:11.673688,"Fuzzy Panda says short AppLovin, alleges company 'stealing' data from Meta"
2025-02-26T14:08:45.449561,"Apple iPhone 16e price increase supportive of margins, says Goldman Sachs"
2025-02-26T14:08:56.564687,Home Depot price target lowered to $430 from $465 at Loop Capital
2025-02-26T14:33:22.474261,"Home Depot upgraded, Flywire downgraded: Wall Street's top analyst calls"
2025-02-26T14:34:57.159805,Lilly plans to build four new pharmaceutical manufacturing sites in the U.S.
2025-02-26T14:40:12.267487,Unusually active option classes on open February 26th
2025-02-26T14:43:50.401818,American Tower price target raised to $220 from $210 at BMO Capital
2025-02-26T14:45:59.400349,Home Depot price target lowered to $424 from $431 at RBC Capital
2025-02-26T14:47:52.005943,Public Storage price target lowered to $329 from $342 at RBC Capital
2025-02-26T15:21:40.937186,Trump Trade: President Trump orders tariff probe into U.S. copper imports
2025-02-26T15:41:47.064234,Amazon.com introduces next generation assistant Alexa+
2025-02-26T15:56:51.392757,Amazon's next generation assistant Alexa+ to help manage users' calendars
2025-02-26T16:04:50.567730,Alexa+'s 'deep knowledge foundation' supported by partnerships
2025-02-26T16:20:31.679515,"Amazon previews Alexa AI Multi-Agent SDK, integration with partners.com"
2025-02-26T16:26:32.268655,"Alexa+ will cost $19.99 per month, free for all Prime members"
